,best_match_score,__id_left,__id_right,ID,STCD,DTBEG,DTEND,YEAR,CNTYNAME,MNAME,MLOCADDR,MLOCCITY,GRACE,MLOCSTCD,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,MLOCZIP,STATE,fac_id,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude
11231,-0.6190308298673022,6040400,AoRUUFQ-n39YgK3u3eSQRw,6040400,4,,,2018,"San Juan, PR",veterans affairs caribbean healthcare system,10 casia street,san juan,,4,127,72127,72,127,00921-3201,pr,AoRUUFQ-n39YgK3u3eSQRw,veterans affairs healthcare center,False,13,3.0,2019-04-23T10:49:38,14075991599.0,http://www.orlando.va.gov/,https://www.yelp.com/biz/veterans-affairs-healthcare-center-orlando?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,5201 raymond st,orlando,fl,US,32803.0,,
11471,-0.5859109469210236,6040405,HLNntDNUEbS4qYPQd2wiiw,6040405,4,,,2018,"San Juan, PR",san juan capestrano hospital,"rural route 2, box 11",san juan,,4,127,72127,72,127,00926,pr,HLNntDNUEbS4qYPQd2wiiw,reflection dental san juan capistrano,False,12,4.5,2019-09-09T08:02:37,19496679981.0,http://dentistsanjuancapistrano.com,https://www.yelp.com/biz/reflection-dental-san-juan-capistrano-san-juan-capistrano-4?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,31726 rancho viejo rd ste 103,san juan capistrano,ca,US,92675.0,,
11684,-0.6117207075097465,6040420,M2l-K5Nc41eYH3Sodzx1Lw,6040420,4,,,2018,"San Juan, PR",doctors' center hospital san juan,1395 san rafael street,san juan,,4,127,72127,72,127,00909-2518,pr,M2l-K5Nc41eYH3Sodzx1Lw,atria san juan,False,8,4.0,2020-01-16T20:40:26,19496254889.0,http://www.atriasanjuan.com,https://www.yelp.com/biz/atria-san-juan-san-juan-capistrano-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,32353 san juan creek road,san juan capistrano,ca,US,92675.0,,
11960,-2.111342002200912,6040425,Pv23WHYUUKj0z-E4Qjwt_Q,6040425,4,,,2018,"Carolina, PR",hospital de la universidad de puerto rico/dr. federico trilla,"65th infanteria, km 8 3",carolina,,4,31,72031,72,31,00984,pr,Pv23WHYUUKj0z-E4Qjwt_Q,la casa de la salud,False,3,3.5,2020-02-20T22:02:02,14152850391.0,,https://www.yelp.com/biz/la-casa-de-la-salud-san-francisco?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3203 24th st,san francisco,ca,US,94110.0,,
12162,-0.9314146700251341,6040432,KYEl_fEmsKgFrxXgiridBg,6040432,4,,,2018,"San Juan, PR",hospital pavia-hato rey,435 ponce de leon avenue,san juan,,4,127,72127,72,127,00917-3428,pr,KYEl_fEmsKgFrxXgiridBg,atlanta hospital hospitality house,False,5,4.5,2019-07-01T13:11:39,14043776333.0,http://atlhhh.org,https://www.yelp.com/biz/atlanta-hospital-hospitality-house-atlanta?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1815 s ponce de leon ave ne,atlanta,ga,US,30307.0,,
12411,-1.0222730120218848,6040435,msuPnIrBozHIanGBMQ1e6A,6040435,4,,,2018,"San Juan, PR",hospital pavia-santurce,1462 asia street,san juan,,4,127,72127,72,127,00909-2143,pr,msuPnIrBozHIanGBMQ1e6A,doctors center hospital bayamon,False,2,1.0,2020-03-27T18:27:46,17876225420.0,,https://www.yelp.com/biz/doctors-center-hospital-bayamon-bayamon-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,bayamon,pr,US,959.0,,
12651,-1.2107467256687938,6040444,xDXO5EcbC34pzdUaACQ90Q,6040444,4,,,2018,"San Juan, PR",san jorge children's hospital,"258 san jorge street, santurce",santurce,,4,127,72127,72,127,00912-3310,pr,xDXO5EcbC34pzdUaACQ90Q,ucsf children's hospital,False,1,4.0,2019-01-22T16:28:11,14153532584.0,http://www.ucsfhealth.org,https://www.yelp.com/biz/ucsf-childrens-hospital-san-francisco?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,400 parnassus ave,san francisco,ca,US,94143.0,,
12920,-1.1884116733016312,6040445,i_X0DuFiWtrJvUN6B6H6yQ,6040445,4,,,2018,"San Juan, PR",i. gonzalez martinez oncologic hospital,puerto rico medical center,hato rey,,4,127,72127,72,127,00935,pr,i_X0DuFiWtrJvUN6B6H6yQ,món sports quiromassage,False,1,4.0,2018-04-23T10:14:15,17876358600.0,http://www.quiro-masaje.com,https://www.yelp.com/biz/m%C3%B3n-sports-quiromassage-guaynabo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,#48 165 rd 48 puerto rico,guaynabo,pr,US,968.0,,
13131,-0.6679332887203452,6040448,i_X0DuFiWtrJvUN6B6H6yQ,6040448,4,,,2018,"San Juan, PR",industrial hospital,puerto rico medical center,san juan,,4,127,72127,72,127,00936,pr,i_X0DuFiWtrJvUN6B6H6yQ,món sports quiromassage,False,1,4.0,2018-04-23T10:14:15,17876358600.0,http://www.quiro-masaje.com,https://www.yelp.com/biz/m%C3%B3n-sports-quiromassage-guaynabo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,#48 165 rd 48 puerto rico,guaynabo,pr,US,968.0,,
13382,-1.2772622314096713,6040475,B4a279OE6T0aK41DUMXHBg,6040475,4,,,2018,"Cidra, PR",first hospital panamericano,state road 787 km 1 5,cidra,,4,41,72041,72,41,00739,pr,B4a279OE6T0aK41DUMXHBg,anderson hospital,False,18,2.5,2020-03-14T04:46:28,16182885711.0,http://www.andersonhospital.org/,https://www.yelp.com/biz/anderson-hospital-maryville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,6800 state route 162,maryville,il,US,62062.0,,
13629,-0.9982713030546082,6040500,msuPnIrBozHIanGBMQ1e6A,6040500,4,,,2018,"San Juan, PR",university pediatric hospital,"barrio monacenno, carretera 22",rio piedras,,4,127,72127,72,127,00935,pr,msuPnIrBozHIanGBMQ1e6A,doctors center hospital bayamon,False,2,1.0,2020-03-27T18:27:46,17876225420.0,,https://www.yelp.com/biz/doctors-center-hospital-bayamon-bayamon-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,bayamon,pr,US,959.0,,
13859,-0.9420119931470823,6048006,x3LhjEZhMFbfZkUAsVlVzA,6048006,4,,,2018,"Fajardo, PR",caribbean medical center,151 avenue osvaldo molina,fajardo,,4,53,72053,72,53,00738-4013,pr,x3LhjEZhMFbfZkUAsVlVzA,century medical & dental center,False,31,2.0,2020-04-28T17:33:19,17183368855.0,http://www.centurymedicaldental.com/,https://www.yelp.com/biz/century-medical-and-dental-center-brooklyn-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,260 avenue x,brooklyn,ny,US,11223.0,,
14110,-1.2491980534024025,6048007,cBhFix9_sc28q9_en3dMug,6048007,4,,,2018,"Aibonito, PR",centro de salud conductual menonita-cima,carretera estatal 14 interior,aibonito,,4,9,72009,72,9,00705,pr,cBhFix9_sc28q9_en3dMug,centro de mi salud,False,1,4.0,2019-02-13T07:29:16,12149410798.0,http://www.centromisalud.com,https://www.yelp.com/biz/centro-de-mi-salud-dallas?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,628 centre st,dallas,tx,US,75208.0,,
14344,-1.148198421145707,6048008,8Ja6xUzwixSZgzjJdTanww,6048008,4,,,2018,"San Juan, PR",hospital psiquiatrico correccional,pmb 302 p o box 70344,san juan,,4,127,72127,72,127,00936,pr,8Ja6xUzwixSZgzjJdTanww,methodist hospital,False,1,5.0,2020-01-29T09:52:48,19529935000.0,,https://www.yelp.com/biz/methodist-hospital-minneapolis?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,box,minneapolis,mn,US,55440.0,,
14589,-2.5666388495833656,6048009,vxVagg49ug3rolJS53KSEw,6048009,4,,,2018,"Moca, PR",hospital cuidado agudo especializado en pacientes politraumatizados,"carr. num. 22 bo. monacillos, centro medico",san juan,,4,99,72099,72,99,00922-2129,pr,vxVagg49ug3rolJS53KSEw,mayaguez medical center dr ramon emeterio betances,False,1,1.0,2020-06-23T18:09:24,17876529200.0,,https://www.yelp.com/biz/mayaguez-medical-center-dr-ramon-emeterio-betances-mayaguez?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,carr 2 bo sabalos,mayaguez,pr,US,87344.0,,
14791,-0.24094183281463952,6110002,t2wBWqHyFpfzMIO06jMYbg,6110002,11,10/01/2017,09/30/2018,2018,"Penobscot, ME",northern light acadia hospital,268 stillwater avenue,bangor,,11,19,23019,23,19,04401-3945,me,t2wBWqHyFpfzMIO06jMYbg,northern light eastern maine,False,3,3.5,2020-05-22T04:34:55,12079738030.0,http://www.emmc.org,https://www.yelp.com/biz/northern-light-eastern-maine-bangor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,489 state st,bangor,me,US,4401.0,,
15018,1.1646871304183064,6110003,IE4LlvYS7Omf_A8fws9bGA,6110003,11,10/01/2017,09/30/2018,2018,"Cumberland, ME",mid coast hospital,123 medical center drive,brunswick,,11,5,23005,23,5,04011-2652,me,IE4LlvYS7Omf_A8fws9bGA,mid coast hospital,False,7,3.0,2019-12-06T02:43:05,12073736000.0,http://www.midcoasthealth.com,https://www.yelp.com/biz/mid-coast-hospital-brunswick?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,123 medical center dr,brunswick,me,US,4011.0,43.9061793911871,-69.891242980957
15019,0.09186776408396864,6110008,pdXRXJCBR5KBIGN-oxq3KA,6110008,11,10/01/2017,09/30/2018,2018,"Cumberland, ME",northern light mercy hospital,144 state street,portland,,11,5,23005,23,5,04101-3795,me,pdXRXJCBR5KBIGN-oxq3KA,northern light mercy physical therapy,False,2,5.0,2020-02-13T14:13:48,12074008530.0,https://northernlighthealth.org/Locations/Mercy-Hospital/Care-Centers-Services/Physical-Therapy,https://www.yelp.com/biz/northern-light-mercy-physical-therapy-portland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1364 congress st ste 3,portland,me,US,4102.0,43.657815299999996,-70.29717600000001
15089,-0.3964670328211621,6110020,dlGdb93rDslaYNf-alnhMw,6110020,11,,,2018,"Kennebec, ME",riverview psychiatric center,250 arsenal street,augusta,,11,11,23011,23,11,04330-5742,me,dlGdb93rDslaYNf-alnhMw,cvs pharmacy,False,1,5.0,2020-06-18T16:52:09,12076234181.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-augusta-12?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2 stone street,augusta,me,US,04330,,
15386,-0.5892624418590101,6110040,VZ3A4damLSeA_3fu2HsQKg,6110040,11,,,2018,"Penobscot, ME",dorothea dix psychiatric center,656 state street,bangor,,11,19,23019,23,19,04401-5609,me,VZ3A4damLSeA_3fu2HsQKg,eastern maine medical center,False,12,2.0,2019-11-05T14:32:17,12079737000.0,http://www.emmc.org,https://www.yelp.com/biz/eastern-maine-medical-center-bangor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,489 state st,bangor,me,US,4401.0,,
15633,1.0747134192129617,6110050,VZ3A4damLSeA_3fu2HsQKg,6110050,11,10/01/2017,09/30/2018,2018,"Penobscot, ME",northern light eastern maine medical center,489 state street,bangor,,11,19,23019,23,19,04401-6674,me,VZ3A4damLSeA_3fu2HsQKg,eastern maine medical center,False,12,2.0,2019-11-05T14:32:17,12079737000.0,http://www.emmc.org,https://www.yelp.com/biz/eastern-maine-medical-center-bangor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,489 state st,bangor,me,US,4401.0,,
15634,1.3486982284101425,6110070,Er7Iok_hrNG2RcSR3556Zw,6110070,11,01/01/2018,12/31/2018,2018,"Penobscot, ME",st. joseph hospital,360 broadway,bangor,,11,19,23019,23,19,04401-3979,me,Er7Iok_hrNG2RcSR3556Zw,st joseph hospital,False,4,3.5,2020-02-04T20:36:18,12072621006.0,,https://www.yelp.com/biz/st-joseph-hospital-bangor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,360 broadway,bangor,me,US,4401.0,,
15635,0.7004287383369185,6110090,57_GN25zsUH2xQrPFQRUDw,6110090,11,05/01/2017,04/30/2018,2018,"Hancock, ME",mount desert island hospital,10 wayman lane,bar harbor,,11,9,23009,23,9,04609-1625,me,57_GN25zsUH2xQrPFQRUDw,mount desert island hospital,False,4,5.0,2018-06-28T07:38:27,12072885119.0,http://www.mdihospital.org,https://www.yelp.com/biz/mount-desert-island-hospital-bar-harbor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,322 main st,bar harbor,me,US,4609.0,,
15676,1.8735177648444394,6110120,G_uL21zA3UHhFxQzcGNCKg,6110120,11,10/01/2017,09/30/2018,2018,"Waldo, ME",waldo county general hospital maine health,118 northport avenue,belfast,,11,27,23027,23,27,04915-6072,me,G_uL21zA3UHhFxQzcGNCKg,waldo county general hospital,False,1,5.0,2017-05-24T11:58:42,12073382500.0,http://www.wcgh.org,https://www.yelp.com/biz/waldo-county-general-hospital-belfast?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,118 northport ave,belfast,me,US,4915.0,,
15779,1.1289893379359506,6110150,8ISKpu4a5R8bVJgVmNtlEw,6110150,11,,,2018,"Hancock, ME",northern light blue hill hospital,57 water street,blue hill,,11,9,23009,23,9,04614-5231,me,8ISKpu4a5R8bVJgVmNtlEw,blue hill memorial hospital,False,1,1.0,2013-07-10T07:48:17,12073742836.0,,https://www.yelp.com/biz/blue-hill-memorial-hospital-blue-hill?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,57 water,blue hill,me,US,4614.0,,
15780,1.1464306360564085,6110167,FQBtZAKC6IH0vSWtHwIu1A,6110167,11,07/01/2017,06/30/2018,2018,"Cumberland, ME",bridgton hospital,10 hospital drive,bridgton,,11,5,23005,23,5,04009-1148,me,FQBtZAKC6IH0vSWtHwIu1A,bridgton hospital,False,1,1.0,2019-08-14T16:22:31,12076476000.0,https://www.cmhc.org/location/bridgton-hospital,https://www.yelp.com/biz/bridgton-hospital-bridgton-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10 hospital dr,bridgton,me,US,4009.0,,
15783,0.6704483711539025,6110180,t7kaNSoA4CjcIzVWaegnww,6110180,11,01/01/2018,12/31/2018,2018,"Washington, ME",calais regional hospital,24 hospital lane,calais,,11,29,23029,23,29,04619-1398,me,t7kaNSoA4CjcIzVWaegnww,calais regional hospital home health,False,1,1.0,2018-06-26T02:24:00,12074547200.0,,https://www.yelp.com/biz/calais-regional-hospital-home-health-calais?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,43 palmer st,calais,me,US,04619,,
15786,1.389371649109218,6110200,rXQzlat1K1hNfEqRzGTEkw,6110200,11,01/01/2018,12/31/2018,2018,"Aroostook, ME",cary medical center,"163 van buren road, suite 1",caribou,,11,3,23003,23,3,04736-3567,me,rXQzlat1K1hNfEqRzGTEkw,cary medical center,False,2,5.0,2019-03-01T19:08:06,12074983111.0,http://www.carymedicalcenter.org,https://www.yelp.com/biz/cary-medical-center-caribou?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,163 van buren rd,caribou,me,US,4736.0,,
15931,1.3300194205989475,6110240,Z7diYnkcYk9sBMHWdAonyA,6110240,11,10/01/2017,09/30/2018,2018,"Piscataquis, ME",mayo regional hospital,897 west main street,dover-foxcroft,,11,21,23021,23,21,04426-1099,me,Z7diYnkcYk9sBMHWdAonyA,mayo regional hospital,False,3,1.0,2020-06-25T22:15:22,12075648401.0,,https://www.yelp.com/biz/mayo-regional-hospital-dovr-foxcroft?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,897 w main st,dovr foxcroft,me,US,4426.0,,
15934,1.9773497334549854,6110260,ozGiVllf-iVXEskTO-Op_w,6110260,11,,,2018,"Hancock, ME",northern light maine coast hospital,50 union street,ellsworth,,11,9,23009,23,9,04605-1599,me,ozGiVllf-iVXEskTO-Op_w,northern light maine coast hospital,False,6,4.0,2019-10-03T14:50:51,12076645311.0,http://www.mcmhospital.org,https://www.yelp.com/biz/northern-light-maine-coast-hospital-ellsworth?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,50 union st,ellsworth,me,US,4605.0,,
15975,1.8453510929090462,6110280,ycNzE_KY2HRgVEhoIIY-Kw,6110280,11,10/01/2017,09/30/2018,2018,"Franklin, ME",franklin memorial hospital,111 franklin health commons,farmington,,11,7,23007,23,7,04938-6144,me,ycNzE_KY2HRgVEhoIIY-Kw,franklin memorial hospital,False,3,2.0,2020-04-28T22:58:21,12077786031.0,http://www.fchn.org,https://www.yelp.com/biz/franklin-memorial-hospital-farmington?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,111 franklin health commons,farmington,me,US,4938.0,,
15976,-0.342219844331026,6110290,kYcY7nvFeuD0sfZLE_f0Ow,6110290,11,10/01/2017,09/30/2018,2018,"Aroostook, ME",northern maine medical center,194 east main street,fort kent,,11,3,23003,23,3,04743-1497,me,kYcY7nvFeuD0sfZLE_f0Ow,northern light eastern maine medical center,False,1,4.0,2019-06-27T09:35:54,12079470469.0,https://northernlighthealth.org,https://www.yelp.com/biz/northern-light-eastern-maine-medical-center-bangor?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,55 broadway ste 2,bangor,me,US,4401.0,44.804142,-68.767296
16235,-0.5379277186286807,6110310,ozGiVllf-iVXEskTO-Op_w,6110310,11,10/01/2017,09/30/2018,2018,"Piscataquis, ME",northern light ca dean hospital,364 pritham avenue,greenville,,11,21,23021,23,21,04441-1395,me,ozGiVllf-iVXEskTO-Op_w,northern light maine coast hospital,False,6,4.0,2019-10-03T14:50:51,12076645311.0,http://www.mcmhospital.org,https://www.yelp.com/biz/northern-light-maine-coast-hospital-ellsworth?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,50 union st,ellsworth,me,US,4605.0,,
16491,0.6696044566007846,6110330,ircAGU_hupa-9i_Iaq183A,6110330,11,10/01/2017,09/30/2018,2018,"Aroostook, ME",houlton regional hospital,20 hartford street,houlton,,11,3,23003,23,3,04730-1891,me,ircAGU_hupa-9i_Iaq183A,houlton regional hospital,False,2,3.5,2018-11-13T05:15:43,12075324053.0,,https://www.yelp.com/biz/houlton-regional-hospital-houlton-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,115 north st,houlton,me,US,4730.0,,
16532,0.2592374982538716,6110367,5BEmc3IG-XrKzzs3nkz9kQ,6110367,11,10/01/2017,09/30/2018,2018,"Lincoln, ME",lincolnhealth,35 miles street,damariscotta,,11,15,23015,23,15,04543-4047,me,5BEmc3IG-XrKzzs3nkz9kQ,miles memorial hospital,False,2,3.5,2018-10-01T02:48:52,12075631234.0,,https://www.yelp.com/biz/miles-memorial-hospital-damariscotta?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,35 miles st,damariscotta,me,US,4543.0,,
16599,1.1795467366041805,6110370,dUNM-XMcOYzlFJ_dG3wV1w,6110370,11,07/01/2017,06/30/2018,2018,"Androscoggin, ME",central maine medical center,300 main street,lewiston,,11,1,23001,23,1,04240-7027,me,dUNM-XMcOYzlFJ_dG3wV1w,central maine medical center,False,4,2.5,2019-05-16T10:51:22,12077950111.0,https://www.cmmc.org,https://www.yelp.com/biz/central-maine-medical-center-lewiston-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,300 main st,lewiston,me,US,4240.0,,
16600,0.83368615665425,6110378,PzaODbIiQeRdRJbxK0xdQA,6110378,11,10/01/2017,09/30/2018,2018,"York, ME",southern maine health care - biddeford medical center,one medical center drive,biddeford,,11,31,23031,23,31,04005-9496,me,PzaODbIiQeRdRJbxK0xdQA,southern maine medical center,False,10,3.0,2020-04-05T07:20:58,12072837000.0,,https://www.yelp.com/biz/southern-maine-medical-center-biddeford?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1 medical center dr,biddeford,me,US,4005.0,,
16756,1.715170965667114,6110380,0FAp_kbeUoEfD7KYLcNPmQ,6110380,11,,,2018,"Androscoggin, ME",st. mary's regional medical center,93 campus avenue,lewiston,,11,1,23001,23,1,04240-6030,me,0FAp_kbeUoEfD7KYLcNPmQ,st mary's regional medical center,False,1,2.0,2019-10-05T05:32:07,12077778100.0,https://www.stmarysmaine.com,https://www.yelp.com/biz/st-marys-regional-medical-center-lewiston?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,93 campus ave,lewiston,me,US,4240.0,,
16757,1.397757669161847,6110386,fz8NsQEl-aw9bdLzRU7wFg,6110386,11,01/01/2018,12/31/2018,2018,"Washington, ME",down east community hospital,11 hospital drive,machias,,11,29,23029,23,29,04654-3325,me,fz8NsQEl-aw9bdLzRU7wFg,down east community hospital,False,1,1.0,2020-02-26T23:36:05,12072553356.0,http://www.dech.org,https://www.yelp.com/biz/down-east-community-hospital-machias?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,11 hospital dr,machias,me,US,4654.0,,
16758,-0.5981760755210163,6110387,ircAGU_hupa-9i_Iaq183A,6110387,11,07/01/2017,06/30/2018,2018,"Penobscot, ME",millinocket regional hospital,200 somerset street,millinocket,,11,19,23019,23,19,04462-1298,me,ircAGU_hupa-9i_Iaq183A,houlton regional hospital,False,2,3.5,2018-11-13T05:15:43,12075324053.0,,https://www.yelp.com/biz/houlton-regional-hospital-houlton-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,115 north st,houlton,me,US,4730.0,,
17020,1.1859626237149141,6110390,JICbqqgQrD2qOjON1bBUeA,6110390,11,10/01/2017,09/30/2018,2018,"Oxford, ME",stephens memorial hospital,181 main street,norway,,11,17,23017,23,17,04268-5664,me,JICbqqgQrD2qOjON1bBUeA,stephens memorial hospital,False,1,1.0,2018-08-15T20:29:04,12077431554.0,http://www.wmhcc.org,https://www.yelp.com/biz/stephens-memorial-hospital-norway-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,181 main st ste 1,norway,me,US,4268.0,,
17023,-0.4134796164178432,6110395,zs3-2HY1FEpBTMUqTDcecw,6110395,11,,,2018,"Penobscot, ME",penobscot valley hospital,7 transalpine road,lincoln,,11,19,23019,23,19,04457-4222,me,zs3-2HY1FEpBTMUqTDcecw,penobscot valley dermatology md,False,3,3.5,2019-06-18T04:45:45,12079420669.0,http://penobscotderm.com/,https://www.yelp.com/biz/penobscot-valley-dermatology-md-orono?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,381 main st,orono,me,US,04473,,
17298,-0.5373046259767402,6110410,0L12oF7QgvuyDV7eus3sag,6110410,11,10/01/2017,09/30/2018,2018,"Somerset, ME",northlight sebasticook valley hospital,447 north main street,pittsfield,,11,25,23025,23,25,04967-3707,me,0L12oF7QgvuyDV7eus3sag,cvs pharmacy,False,2,5.0,2020-06-18T16:53:30,19142731231.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-armonk?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,450 north main street,armonk,ny,US,10504.0,,
17517,1.097676369952545,6110430,SeqFLNpgBu3QDgARSZkkTg,6110430,11,10/01/2017,09/30/2018,2018,"Cumberland, ME",maine medical center,22 bramhall street,portland,,11,5,23005,23,5,04102-3175,me,SeqFLNpgBu3QDgARSZkkTg,maine medical center,False,29,3.0,2020-06-25T22:08:48,12076622381.0,https://mainehealth.org,https://www.yelp.com/biz/maine-medical-center-portland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,22 bramhall st,portland,me,US,4102.0,,
